População total  (Sidra/IBGE - PNADC/A)
Sigla;Código;Brasil;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;
BR;0;Brasil;197721;199402;201108;202859;204532;206172;207853;209496;211096;212650;214154;
