População de 65 anos ou mais de idade  (Sidra/IBGE - PNADC/A)
Sigla;Código;Brasil;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;
BR;0;Brasil;15249;15820;16425;17060;17728;18431;19169;19941;20749;21590;22466;
