Commodity2,Attribute,Unit,YearProjected2,Year2,Value
Soybeans,Planted acres,Million acres,2006,2014/15,70.5
Soybeans,Planted acres,Million acres,2006,2015/16,70.5
Soybeans,Planted acres,Million acres,2007,2005/06,72.0
Soybeans,Planted acres,Million acres,2007,2006/07,75.6
Soybeans,Planted acres,Million acres,2007,2007/08,71.0
Soybeans,Planted acres,Million acres,2007,2008/09,69.5
Soybeans,Planted acres,Million acres,2007,2009/10,69.0
Soybeans,Planted acres,Million acres,2007,2010/11,69.0
Soybeans,Planted acres,Million acres,2007,2011/12,69.0
Soybeans,Planted acres,Million acres,2007,2012/13,69.0
Soybeans,Planted acres,Million acres,2007,2013/14,69.0
Soybeans,Planted acres,Million acres,2007,2014/15,68.8
Soybeans,Planted acres,Million acres,2007,2015/16,68.8
Soybeans,Planted acres,Million acres,2007,2016/17,68.8
Soybeans,Planted acres,Million acres,2008,2006/07,75.5
Soybeans,Planted acres,Million acres,2008,2007/08,63.7
Soybeans,Planted acres,Million acres,2008,2008/09,71.0
Soybeans,Planted acres,Million acres,2008,2009/10,69.5
Soybeans,Planted acres,Million acres,2008,2010/11,69.0
Soybeans,Planted acres,Million acres,2008,2011/12,68.5
Soybeans,Planted acres,Million acres,2008,2012/13,68.5
Soybeans,Planted acres,Million acres,2008,2013/14,68.5
Soybeans,Planted acres,Million acres,2008,2014/15,68.0
Soybeans,Planted acres,Million acres,2008,2015/16,68.0
Soybeans,Planted acres,Million acres,2008,2016/17,68.0
Soybeans,Planted acres,Million acres,2008,2017/18,68.0
Soybeans,Planted acres,Million acres,2009,2007/08,64.7
Soybeans,Planted acres,Million acres,2009,2008/09,75.9
Soybeans,Planted acres,Million acres,2009,2009/10,74.0
Soybeans,Planted acres,Million acres,2009,2010/11,73.0
Soybeans,Planted acres,Million acres,2009,2011/12,72.0
Soybeans,Planted acres,Million acres,2009,2012/13,71.5
Soybeans,Planted acres,Million acres,2009,2013/14,71.5
Soybeans,Planted acres,Million acres,2009,2014/15,71.0
Soybeans,Planted acres,Million acres,2009,2015/16,71.0
Soybeans,Planted acres,Million acres,2009,2016/17,71.0
Soybeans,Planted acres,Million acres,2009,2017/18,71.0
Soybeans,Planted acres,Million acres,2009,2018/19,71.0
Soybeans,Planted acres,Million acres,2010,2008/09,75.7
Soybeans,Planted acres,Million acres,2010,2009/10,77.5
Soybeans,Planted acres,Million acres,2010,2010/11,76.5
Soybeans,Planted acres,Million acres,2010,2011/12,73.5
Soybeans,Planted acres,Million acres,2010,2012/13,74.5
Soybeans,Planted acres,Million acres,2010,2013/14,75.5
Soybeans,Planted acres,Million acres,2010,2014/15,76.0
Soybeans,Planted acres,Million acres,2010,2015/16,76.0
Soybeans,Planted acres,Million acres,2010,2016/17,76.0
Soybeans,Planted acres,Million acres,2010,2017/18,76.0
Soybeans,Planted acres,Million acres,2010,2018/19,76.0
Soybeans,Planted acres,Million acres,2010,2019/20,76.0
Soybeans,Planted acres,Million acres,2011,2009/10,77.5
Soybeans,Planted acres,Million acres,2011,2010/11,77.7
Soybeans,Planted acres,Million acres,2011,2011/12,78.0
Soybeans,Planted acres,Million acres,2011,2012/13,78.3
Soybeans,Planted acres,Million acres,2011,2013/14,78.5
Soybeans,Planted acres,Million acres,2011,2014/15,79.0
Soybeans,Planted acres,Million acres,2011,2015/16,79.0
Soybeans,Planted acres,Million acres,2011,2016/17,79.5
Soybeans,Planted acres,Million acres,2011,2017/18,79.5
Soybeans,Planted acres,Million acres,2011,2018/19,79.5
Soybeans,Planted acres,Million acres,2011,2019/20,79.5
Soybeans,Planted acres,Million acres,2011,2020/21,79.5
Soybeans,Planted acres,Million acres,2012,2010/11,77.4
Soybeans,Planted acres,Million acres,2012,2011/12,75.0
Soybeans,Planted acres,Million acres,2012,2012/13,74.0
Soybeans,Planted acres,Million acres,2012,2013/14,75.5
Soybeans,Planted acres,Million acres,2012,2014/15,76.0
Soybeans,Planted acres,Million acres,2012,2015/16,76.0
Soybeans,Planted acres,Million acres,2012,2016/17,76.0
Soybeans,Planted acres,Million acres,2012,2017/18,76.0
Soybeans,Planted acres,Million acres,2012,2018/19,76.0
Soybeans,Planted acres,Million acres,2012,2019/20,76.0
Soybeans,Planted acres,Million acres,2012,2020/21,76.0
Soybeans,Planted acres,Million acres,2012,2021/22,76.0
Soybeans,Planted acres,Million acres,2013,2011/12,75.0
Soybeans,Planted acres,Million acres,2013,2012/13,77.2
Soybeans,Planted acres,Million acres,2013,2013/14,76.0
Soybeans,Planted acres,Million acres,2013,2014/15,74.0
Soybeans,Planted acres,Million acres,2013,2015/16,75.0
Soybeans,Planted acres,Million acres,2013,2016/17,75.5
Soybeans,Planted acres,Million acres,2013,2017/18,76.0
Soybeans,Planted acres,Million acres,2013,2018/19,76.0
Soybeans,Planted acres,Million acres,2013,2019/20,76.0
Soybeans,Planted acres,Million acres,2013,2020/21,76.0
Soybeans,Planted acres,Million acres,2013,2021/22,76.0
Soybeans,Planted acres,Million acres,2013,2022/23,76.0
Soybeans,Planted acres,Million acres,2014,2012/13,77.2
Soybeans,Planted acres,Million acres,2014,2013/14,76.5
Soybeans,Planted acres,Million acres,2014,2014/15,78.0
Soybeans,Planted acres,Million acres,2014,2015/16,77.8
Soybeans,Planted acres,Million acres,2014,2016/17,77.5
Soybeans,Planted acres,Million acres,2014,2017/18,78.0
Soybeans,Planted acres,Million acres,2014,2018/19,78.0
Soybeans,Planted acres,Million acres,2014,2019/20,78.0
Soybeans,Planted acres,Million acres,2014,2020/21,78.0
Soybeans,Planted acres,Million acres,2014,2021/22,78.0
Soybeans,Planted acres,Million acres,2014,2022/23,78.0
Soybeans,Planted acres,Million acres,2014,2023/24,78.0
Soybeans,Planted acres,Million acres,2015,2013/14,76.8
Soybeans,Planted acres,Million acres,2015,2014/15,84.2
Soybeans,Planted acres,Million acres,2015,2015/16,84.0
Soybeans,Planted acres,Million acres,2015,2016/17,79.0
Soybeans,Planted acres,Million acres,2015,2017/18,78.0
Soybeans,Planted acres,Million acres,2015,2018/19,78.0
Soybeans,Planted acres,Million acres,2015,2019/20,78.5
Soybeans,Planted acres,Million acres,2015,2020/21,78.5
Soybeans,Planted acres,Million acres,2015,2021/22,79.0
Soybeans,Planted acres,Million acres,2015,2022/23,79.0
Soybeans,Planted acres,Million acres,2015,2023/24,79.0
Soybeans,Planted acres,Million acres,2015,2024/25,79.0
Soybeans,Planted acres,Million acres,2016,2014/15,83.3
Soybeans,Planted acres,Million acres,2016,2015/16,83.2
Soybeans,Planted acres,Million acres,2016,2016/17,82.0
Soybeans,Planted acres,Million acres,2016,2017/18,81.5
Soybeans,Planted acres,Million acres,2016,2018/19,81.5
Soybeans,Planted acres,Million acres,2016,2019/20,81.5
Soybeans,Planted acres,Million acres,2016,2020/21,81.5
Soybeans,Planted acres,Million acres,2016,2021/22,81.0
Soybeans,Planted acres,Million acres,2016,2022/23,81.0
Soybeans,Planted acres,Million acres,2016,2023/24,81.0
Soybeans,Planted acres,Million acres,2016,2024/25,80.5
Soybeans,Planted acres,Million acres,2016,2025/26,80.5
Soybeans,Planted acres,Million acres,2017,2015/16,82.7
Soybeans,Planted acres,Million acres,2017,2016/17,83.7
Soybeans,Planted acres,Million acres,2017,2017/18,85.5
Soybeans,Planted acres,Million acres,2017,2018/19,85.0
Soybeans,Planted acres,Million acres,2017,2019/20,84.5
Soybeans,Planted acres,Million acres,2017,2020/21,84.5
Soybeans,Planted acres,Million acres,2017,2021/22,85.0
Soybeans,Planted acres,Million acres,2017,2022/23,85.0
Soybeans,Planted acres,Million acres,2017,2023/24,85.0
Soybeans,Planted acres,Million acres,2017,2024/25,85.0
Soybeans,Planted acres,Million acres,2017,2025/26,85.0
Soybeans,Planted acres,Million acres,2017,2026/27,85.0
Soybeans,Planted acres,Million acres,2018,2016/17,83.4
Soybeans,Planted acres,Million acres,2018,2017/18,90.2
Soybeans,Planted acres,Million acres,2018,2018/19,91.0
Soybeans,Planted acres,Million acres,2018,2019/20,91.0
Soybeans,Planted acres,Million acres,2018,2020/21,91.5
Soybeans,Planted acres,Million acres,2018,2021/22,92.0
Soybeans,Planted acres,Million acres,2018,2022/23,92.0
Soybeans,Planted acres,Million acres,2018,2023/24,92.0
Soybeans,Planted acres,Million acres,2018,2024/25,91.5
Soybeans,Planted acres,Million acres,2018,2025/26,91.5
Soybeans,Planted acres,Million acres,2018,2026/27,91.5
Soybeans,Planted acres,Million acres,2018,2027/28,91.5
Soybeans,Planted acres,Million acres,2019,2017/18,90.1
Soybeans,Planted acres,Million acres,2019,2018/19,89.1
Soybeans,Planted acres,Million acres,2019,2019/20,82.5
Soybeans,Planted acres,Million acres,2019,2020/21,82.5
Soybeans,Planted acres,Million acres,2019,2021/22,83.0
Soybeans,Planted acres,Million acres,2019,2022/23,83.5
Soybeans,Planted acres,Million acres,2019,2023/24,84.0
Soybeans,Planted acres,Million acres,2019,2024/25,84.5
Soybeans,Planted acres,Million acres,2019,2025/26,85.0
Soybeans,Planted acres,Million acres,2019,2026/27,85.0
Soybeans,Planted acres,Million acres,2019,2027/28,85.5
Soybeans,Planted acres,Million acres,2019,2028/29,85.5
Soybeans,Planted acres,Million acres,2020,2018/19,89.2
Soybeans,Planted acres,Million acres,2020,2019/20,76.5
Soybeans,Planted acres,Million acres,2020,2020/21,84.0
Soybeans,Planted acres,Million acres,2020,2021/22,86.0
Soybeans,Planted acres,Million acres,2020,2022/23,85.0
Soybeans,Planted acres,Million acres,2020,2023/24,85.0
Soybeans,Planted acres,Million acres,2020,2024/25,85.0
Soybeans,Planted acres,Million acres,2020,2025/26,85.5
Soybeans,Planted acres,Million acres,2020,2026/27,86.0
Soybeans,Planted acres,Million acres,2020,2027/28,86.0
Soybeans,Planted acres,Million acres,2020,2028/29,86.5
Soybeans,Planted acres,Million acres,2020,2029/30,86.0
Soybeans,Planted acres,Million acres,2021,2019/20,76.1
Soybeans,Planted acres,Million acres,2021,2020/21,83.1
Soybeans,Planted acres,Million acres,2021,2021/22,89.0
Soybeans,Planted acres,Million acres,2021,2022/23,90.0
Soybeans,Planted acres,Million acres,2021,2023/24,90.0
Soybeans,Planted acres,Million acres,2021,2024/25,90.5
Soybeans,Planted acres,Million acres,2021,2025/26,90.5
Soybeans,Planted acres,Million acres,2021,2026/27,90.0
Soybeans,Planted acres,Million acres,2021,2027/28,90.0
Soybeans,Planted acres,Million acres,2021,2028/29,90.0
Soybeans,Planted acres,Million acres,2021,2029/30,90.0
Soybeans,Planted acres,Million acres,2021,2030/31,90.0
Soybeans,Planted acres,Million acres,2022,2020/21,83.4
Soybeans,Planted acres,Million acres,2022,2021/22,87.2
Soybeans,Planted acres,Million acres,2022,2022/23,87.5
Soybeans,Planted acres,Million acres,2022,2023/24,88.0
Soybeans,Planted acres,Million acres,2022,2024/25,88.0
Soybeans,Planted acres,Million acres,2022,2025/26,88.0
Soybeans,Planted acres,Million acres,2022,2026/27,88.0
Soybeans,Planted acres,Million acres,2022,2027/28,88.0
Soybeans,Planted acres,Million acres,2022,2028/29,88.0
Soybeans,Planted acres,Million acres,2022,2029/30,88.0
Soybeans,Planted acres,Million acres,2022,2030/31,88.0
Soybeans,Planted acres,Million acres,2022,2031/32,88.0
Soybeans,Planted acres,Million acres,2023,2021/22,87.2
Soybeans,Planted acres,Million acres,2023,2022/23,87.5
Soybeans,Planted acres,Million acres,2023,2023/24,87.0
Soybeans,Planted acres,Million acres,2023,2024/25,87.0
Soybeans,Planted acres,Million acres,2023,2025/26,87.0
Soybeans,Planted acres,Million acres,2023,2026/27,87.0
Soybeans,Planted acres,Million acres,2023,2027/28,87.0
Soybeans,Planted acres,Million acres,2023,2028/29,87.0
Soybeans,Planted acres,Million acres,2023,2029/30,87.0
Soybeans,Planted acres,Million acres,2023,2030/31,86.5
Soybeans,Planted acres,Million acres,2023,2031/32,86.5
Soybeans,Planted acres,Million acres,2023,2032/33,86.5

Commodity,YearProjected,Year,textbox2,Chart1_SeriesGroup2_label,Chart1_SeriesGroup2_Chart1_CategoryGroup1_label,Chart1_SeriesGroup2_Chart1_CategoryGroup1_Value_Y
"Soybeans, million acres",Planted acres (Year Projected: 2000),1998/99,72.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),1999/00,74.1,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2000/01,75.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2001/02,74.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2002/03,72.8,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2003/04,71.5,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2004/05,70.5,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2005/06,70.3,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2006/07,70.8,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2007/08,71.3,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2008/09,71.8,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2009/10,71.5,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2010/11,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2011/12,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2012/13,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2013/14,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2014/15,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2015/16,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2016/17,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2017/18,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2018/19,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2019/20,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2020/21,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2021/22,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2022/23,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2023/24,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2024/25,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2025/26,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2026/27,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2027/28,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2028/29,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2029/30,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2030/31,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2031/32,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2000),2032/33,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),1998/99,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),1999/00,73.7,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2000/01,74.5,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2001/02,75.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2002/03,74.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2003/04,73.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2004/05,73.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2005/06,73.5,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2006/07,74.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2007/08,74.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2008/09,74.3,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2009/10,74.5,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2010/11,74.8,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2011/12,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2012/13,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2013/14,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2014/15,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2015/16,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2016/17,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2017/18,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2018/19,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2019/20,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2020/21,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2021/22,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2022/23,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2023/24,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2024/25,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2025/26,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2026/27,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2027/28,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2028/29,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2029/30,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2030/31,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2031/32,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2001),2032/33,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),1998/99,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),1999/00,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2000/01,74.3,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2001/02,75.2,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2002/03,75.5,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2003/04,74.5,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2004/05,74.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2005/06,73.8,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2006/07,74.3,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2007/08,75.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2008/09,75.5,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2009/10,75.8,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2010/11,76.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2011/12,76.3,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2012/13,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2013/14,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2014/15,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2015/16,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2016/17,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2017/18,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2018/19,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2019/20,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2020/21,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2021/22,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2022/23,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2023/24,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2024/25,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2025/26,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2026/27,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2027/28,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2028/29,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2029/30,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2030/31,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2031/32,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2002),2032/33,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),1998/99,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),1999/00,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2000/01,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2001/02,74.1,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2002/03,73.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2003/04,71.5,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2004/05,72.5,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2005/06,72.5,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2006/07,72.8,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2007/08,72.8,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2008/09,72.8,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2009/10,73.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2010/11,73.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2011/12,73.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2012/13,73.3,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2013/14,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2014/15,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2015/16,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2016/17,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2017/18,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2018/19,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2019/20,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2020/21,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2021/22,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2022/23,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2023/24,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2024/25,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2025/26,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2026/27,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2027/28,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2028/29,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2029/30,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2030/31,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2031/32,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2003),2032/33,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2004),1998/99,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2004),1999/00,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2004),2000/01,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2004),2001/02,,,,
"Soybeans, million acres",Planted acres (Year Projected: 2004),2002/03,73.9,,,
"Soybeans, million acres",Planted acres (Year Projected: 2004),2003/04,73.6,,,
"Soybeans, million acres",Planted acres (Year Projected: 2004),2004/05,74.0,,,
"Soybeans, million acres",Planted acres (Year Projected: 2004),2005/06,73.3,,,
