Produção - soja
Sigla;Código;Região;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;
CO;5;Região Centro-oeste;591,3365467229;411,2689462125;343,7291640943;257,4675552539;826,057066441;1252,3615800852;1672,0951080998;3326,2403122735;9848,9799332309;39833,6054590319;50233,5708901075;394128,20594632;643527,074209161;543397,482078969;451343,353197115;1370471,58266229;777573,084063369;1564372,51622344;2307572,65473896;2488393,08012225;2886586,58773506;4739296,59782393;6622103,0298981;6444415,71108159;6047103,17475402;5495402,51220415;7543485,53304552;5805306,19038199;3422794,26766973;3315067,04452442;3354477,99827075;3452718,63474;9593402,60125473;4279602,9895761;4916677,90777738;6522382,76313885;6447414,48788651;7004686,74550036;8626278,63693604;9049186,60119047;15196302,1184793;20294130,3221326;24108167,0646861;16174825,5949805;10692859,4462145;6199119,40764285;8870679,30283979;8634569,15839708;7255178,34102792;20109473,8712966;21106386,8553397;23829821,2736385;28207804,1879486;26468117,3987793;29119914,7906133;29186307,9395511;31256738,7634567;30843745,5744104;39722646,3281215;73480128,6719027;
