Esperança de vida ao nascer  (Atlas DH - PNADC/A)
Sigla;Código;Brasil;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;
BR;0;Brasil;74,48;74,8;75,11;75,4;75,68;75,96;76,22;76,47;76,21;74,16;
